Position#Track Name#Artist#Streams#Date#Genre
1#DÁKITI#Bad Bunny#5065542#2021-01-01#['trap latino', 'reggaeton', 'latin']
2#Blinding Lights#The Weeknd#3764813#2021-01-01#['canadian pop', 'canadian contemporary r&b', 'pop']
3#BICHOTA#KAROL G#3560869#2021-01-01#['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
4#Mood (feat. iann dior)#24kGoldn#3402064#2021-01-01#['cali rap']
5#positions#Ariana Grande#2939820#2021-01-01#['pop', 'post-teen pop', 'dance pop']
6#34+35#Ariana Grande#2470575#2021-01-01#['pop', 'post-teen pop', 'dance pop']
7#Lemonade (feat. Gunna, Don Toliver & NAV)#Internet Money#2448371#2021-01-01#['trap', 'rap', 'pop rap']
8#LA NOCHE DE ANOCHE#Bad Bunny#2441850#2021-01-01#['trap latino', 'reggaeton', 'latin']
9#Dynamite#BTS#2372884#2021-01-01#['k-pop boy group', 'k-pop']
44#The Business#Tiësto#1449196#2021-01-01#['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
45#Circles#Post Malone#1431066#2021-01-01#['dfw rap', 'melodic rap', 'rap']
46#Bandido#Myke Towers#1322137#2021-01-01#['trap latino']
47#Laugh Now Cry Later (feat. Lil Durk)#Drake#1309953#2021-01-01#['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
48#TE MUDASTE#Bad Bunny#1296180#2021-01-01#['trap latino', 'reggaeton', 'latin']
49#Blueberry Faygo#Lil Mosey#1285677#2021-01-01#['melodic rap', 'rap conscient', 'vapor trap', 'trap', 'rap']
50#Basta Você Me Ligar - Ao Vivo#Os Barões Da Pisadinha#1281798#2021-01-01#['piseiro', 'forro']
51#Una Locura#Ozuna#1278417#2021-01-01#['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
52#Tusa#KAROL G#1249228#2021-01-01#['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
53#Goosebumps#HVME#1244496#2021-01-01#['slap house']
54#Good Days#SZA#1240187#2021-01-01#['pop', 'r&b', 'pop rap']
55#Se Te Nota (with Guaynaa)#Lele Pons#1238051#2021-01-01#['viral pop', 'latin pop']
56#Dreams - 2004 Remaster#Fleetwood Mac#1228271#2021-01-01#['yacht rock', 'classic rock', 'mellow gold', 'soft rock', 'album rock', 'rock']
57#La Curiosidad#Jay Wheeler#1223564#2021-01-01#['trap latino', 'reggaeton', 'latin']
58#Amor ou o Litrão#Petter Ferraz#1208462#2021-01-01#['forro', 'piseiro', 'forro de favela', 'funk carioca', 'sertanejo pop']
59#Mi Niña#Wisin#1203700#2021-01-01#['latin', 'reggaeton', 'latin hip hop', 'trap latino']
60#Put Your Records On#Ritt Momney#1202754#2021-01-01#['bedroom pop']
61#Sweater Weather#The Neighbourhood#1200153#2021-01-01#['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
62#Rain On Me (with Ariana Grande)#Lady Gaga#1190069#2021-01-01#['pop', 'post-teen pop', 'dance pop']
63#The Box#Roddy Ricch#1183148#2021-01-01#['melodic rap', 'rap', 'trap']
64#Si Me Tomo Una Cerveza#Migrantes#1175384#2021-01-01#['cumbia pop']
65#Before You Go#Lewis Capaldi#1173020#2021-01-01#['uk pop', 'pop']
66#Heather#Conan Gray#1171165#2021-01-01#['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
67#Holy (feat. Chance The Rapper)#Justin Bieber#1170191#2021-01-01#['canadian pop', 'post-teen pop', 'pop']
68#Ay, DiOs Mío!#KAROL G#1168278#2021-01-01#['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
69#Jeans#Justin Quiles#1158989#2021-01-01#['trap latino', 'reggaeton', 'latin']
70#bad guy#Billie Eilish#1152498#2021-01-01#['pop', 'electropop']
71#Paradise (feat. Dermot Kennedy)#MEDUZA#1148824#2021-01-01#['pop house', 'pop dance', 'tropical house', 'edm', 'dance pop']
72#Breaking Me#Topic#1144031#2021-01-01#['german dance', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
73#Say So#Doja Cat#1135983#2021-01-01#['pop', 'dance pop']
74#Body#Megan Thee Stallion#1123865#2021-01-01#['trap queen', 'houston rap', 'pop rap', 'pop']
75#GIRL LIKE ME#Black Eyed Peas#1118833#2021-01-01#['dance pop', 'pop rap', 'pop']
76#UN DIA (ONE DAY) (Feat. Tainy)#J Balvin#1116377#2021-01-01#['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']
77#Meia Noite (Você tem meu Whatsapp)#Tarcísio do Acordeon#1115753#2021-01-01#['forro', 'sertanejo pop', 'batidao romantico', 'funk carioca', 'piseiro', 'sertanejo', 'sertanejo universitario']
78#death bed (coffee for your head)#Powfu#1111029#2021-01-01#['sad rap']
79#Sunflower - Spider-Man: Into the Spider-Verse#Post Malone#1095377#2021-01-01#['dfw rap', 'melodic rap', 'rap']
80#Parce (feat. Justin Quiles)#Maluma#1088270#2021-01-01#['reggaeton colombiano', 'reggaeton', 'latin']
81#Tattoo - Remix with Camilo#Rauw Alejandro#1082459#2021-01-01#['puerto rican pop', 'trap latino']
82#Investe Em Mim#Jonas Esticado#1072347#2021-01-01#['forro', 'sertanejo pop', 'sertanejo', 'sertanejo universitario']
83#Take You Dancing#Jason Derulo#1069080#2021-01-01#['dance pop', 'pop', 'post-teen pop', 'pop rap']
84#Life Goes On#BTS#1059873#2021-01-01#['k-pop boy group', 'k-pop']
85#Don't Stop Me Now - Remastered 2011#Queen#1049341#2021-01-01#['glam rock', 'classic rock', 'rock']
86#Wishing Well#Juice WRLD#1041822#2021-01-01#['melodic rap', 'chicago rap']
87#Nathy Peluso: Bzrp Music Sessions, Vol. 36#Bizarrap#1037827#2021-01-01#['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']
88#Lucid Dreams#Juice WRLD#1024485#2021-01-01#['melodic rap', 'chicago rap']
89#Wonder#Shawn Mendes#1020663#2021-01-01#['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
90#Tá Rocheda#Os Barões Da Pisadinha#1016049#2021-01-01#['piseiro', 'forro']
"91#Alô Ambev (Segue Sua Vida) - Ao Vivo#Zé Neto & Cristiano#1004993#2021-01-01#""['Sorry', """"that one doesn't seem to be on any of these maps yet.""""]"""
92#Rita#Tierry#1003958#2021-01-01#['sertanejo pop']
93#I Gotta Feeling#Black Eyed Peas#1003654#2021-01-01#['dance pop', 'pop rap', 'pop']
94#Señorita#Shawn Mendes#999294#2021-01-01#['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
95#Memories#Maroon 5#997917#2021-01-01#['pop', 'pop rock']
96#Adore You#Harry Styles#997161#2021-01-01#['pop', 'post-teen pop']
97#Amor da Despedida#Os Barões Da Pisadinha#988408#2021-01-01#['piseiro', 'forro']
98#SO DONE#The Kid LAROI#978031#2021-01-01#['australian hip hop']
99#MODO TURBO#Luísa Sonza#975923#2021-01-01#['pop nacional', 'funk carioca']
100#Golden#Harry Styles#965834#2021-01-01#['pop', 'post-teen pop']
101#Shape of You#Ed Sheeran#958423#2021-01-01#['uk pop', 'pop']
102#goosebumps#Travis Scott#954268#2021-01-01#['slap house', 'rap']
103#Lance Individual#Jorge & Mateus#951717#2021-01-01#['sertanejo universitario']
104#Life Is Good (feat. Drake)#Future#951381#2021-01-01#['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']
105#pov#Ariana Grande#944883#2021-01-01#['pop', 'post-teen pop', 'dance pop']
106#Hawái - Remix#Maluma#942530#2021-01-01#['reggaeton colombiano', 'reggaeton', 'latin']
107#La Jeepeta - Remix#Nio Garcia#942101#2021-01-01#['trap latino', 'reggaeton', 'latin']
108#lovely (with Khalid)#Billie Eilish#934381#2021-01-01#['pop', 'electropop']
109#Despeinada#Ozuna#925673#2021-01-01#['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
110#Bohemian Rhapsody - Remastered 2011#Queen#923989#2021-01-01#['glam rock', 'classic rock', 'rock']
111#Come & Go (with Marshmello)#Juice WRLD#922045#2021-01-01#['melodic rap', 'chicago rap']
112#I Wanna Dance with Somebody (Who Loves Me)#Whitney Houston#920815#2021-01-01#['dance pop', 'urban contemporary', 'pop']
113#Hello (feat. A Boogie Wit da Hoodie)#Pop Smoke#909979#2021-01-01#['brooklyn drill']
114#Ele É Ele, Eu Sou Eu#Wesley Safadão#907571#2021-01-01#['forro']
115#Letícia#Zé Vaqueiro#898359#2021-01-01#['forro de favela']
116#Robbery#Juice WRLD#888403#2021-01-01#['melodic rap', 'chicago rap']
117#Polvo#Nicky Jam#883344#2021-01-01#['latin', 'reggaeton', 'latin hip hop', 'trap latino']
118#Falling#Trevor Daniel#883010#2021-01-01#['melodic rap', 'pop rap', 'alternative r&b']
119#Sunday Best#Surfaces#880838#2021-01-01#['bedroom soul', 'pop']
"120#September#Earth, Wind & Fire#872621#2021-01-01#""['Sorry', """"that one doesn't seem to be on any of these maps yet.""""]"""
121#Break My Heart#Dua Lipa#871785#2021-01-01#['uk pop', 'pop', 'dance pop']
122#Reminds Me Of You#Juice WRLD#869653#2021-01-01#['melodic rap', 'chicago rap']
123#Can't Hold Us - feat. Ray Dalton#Macklemore & Ryan Lewis#865972#2021-01-01#['seattle hip hop', 'pop rap']
124#Ride It#Regard#865701#2021-01-01#['slap house', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
"125#Figurinha - Ao Vivo#Douglas & Vinicius#865531#2021-01-01#""['Sorry', """"that one doesn't seem to be on any of these maps yet.""""]"""
126#Toosie Slide#Drake#858949#2021-01-01#['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
127#POPSTAR (feat. Drake)#DJ Khaled#850408#2021-01-01#['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']
128#Midnight Sky#Miley Cyrus#844772#2021-01-01#['pop', 'post-teen pop', 'dance pop']
129#HIGHEST IN THE ROOM#Travis Scott#844535#2021-01-01#['slap house', 'rap']
130#Head Shoulders Knees & Toes (feat. Norma Jean Martine)#Ofenbach#844338#2021-01-01#['tropical house', 'pop dance', 'new french touch', 'edm']
131#Kings & Queens#Ava Max#842326#2021-01-01#['pop', 'dance pop', 'post-teen pop']
132#Shallow#Lady Gaga#837930#2021-01-01#['pop', 'post-teen pop', 'dance pop']
133#Só Tem Eu#Zé Felipe#835306#2021-01-01#['sertanejo pop', 'funk carioca']
134#Train Wreck#James Arthur#834129#2021-01-01#['pop', 'uk pop', 'talent show', 'post-teen pop']
135#Closer#The Chainsmokers#833732#2021-01-01#['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
136#Go Crazy#Chris Brown#832969#2021-01-01#['pop rap', 'dance pop', 'pop', 'r&b', 'rap']
137#Godzilla (feat. Juice WRLD)#Eminem#832822#2021-01-01#['detroit hip hop', 'rap', 'hip hop']
138#Mi Cuarto#Jerry Di#831173#2021-01-01#['pop venezolano', 'trap latino', 'cubaton', 'dominican pop', 'reggaeton', 'reggaeton flow']
139#Intentions (feat. Quavo)#Justin Bieber#826972#2021-01-01#['canadian pop', 'post-teen pop', 'pop']
140#ROXANNE#Arizona Zervas#826765#2021-01-01#['rhode island rap', 'pop rap']
141#Mood Swings (feat. Lil Tjay)#Pop Smoke#821341#2021-01-01#['brooklyn drill']
142#I Don't Care (with Justin Bieber)#Ed Sheeran#820795#2021-01-01#['uk pop', 'pop']
143#Sofia#Clairo#815795#2021-01-01#['bedroom pop', 'indie pop', 'pop']
144#Wake Me Up#Avicii#813667#2021-01-01#['edm', 'pop dance', 'pop', 'dance pop']
145#Caramelo#Ozuna#812645#2021-01-01#['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
146#rockstar (feat. 21 Savage)#Post Malone#812339#2021-01-01#['dfw rap', 'melodic rap', 'rap']
147#Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track#Jack Harlow#811374#2021-01-01#['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
148#Daisy#Ashnikko#809411#2021-01-01#['escape room', 'alt z', 'electropop', 'pop']
149#Believer#Imagine Dragons#809227#2021-01-01#['modern rock', 'pop', 'rock']
150#All Girls Are The Same#Juice WRLD#808803#2021-01-01#['melodic rap', 'chicago rap']
151#Angst#Apache 207#807475#2021-01-01#['german hip hop']
152#Tyler Herro#Jack Harlow#806702#2021-01-01#['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
153#At My Worst#Pink Sweat$#802259#2021-01-01#['bedroom soul', 'pop']
154#ily (i love you baby) (feat. Emilee)#Surf Mesa#801493#2021-01-01#['tropical house']
155#Dior#Pop Smoke#800589#2021-01-01#['brooklyn drill']
156#Oh Juliana#Niack#795741#2021-01-01#['funk carioca']
157#Way Out (feat. Big Sean)#Jack Harlow#793634#2021-01-01#['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
158#Stuck with U (with Justin Bieber)#Ariana Grande#791034#2021-01-01#['pop', 'post-teen pop', 'dance pop']
159#my ex's best friend (with blackbear)#Machine Gun Kelly#788382#2021-01-01#['ohio hip hop', 'pop rap']
160#Jocelyn Flores#XXXTENTACION#777116#2021-01-01#['miami hip hop', 'emo rap']
161#Heat Waves#Glass Animals#773896#2021-01-01#['gauze pop', 'shiver pop', 'indietronica']
162#ALÔ AMBEV - funk remix#DJ Lucas Beat#773342#2021-01-01#['sertanejo pop', 'funk carioca']
163#7 rings#Ariana Grande#770546#2021-01-01#['pop', 'post-teen pop', 'dance pop']
164#If the World Was Ending - feat. Julia Michaels#JP Saxe#769541#2021-01-01#['indie cafe pop', 'pop', 'canadian contemporary r&b', 'alt z', 'post-teen pop']
165#SICKO MODE#Travis Scott#763468#2021-01-01#['slap house', 'rap']
166#champagne problems#Taylor Swift#761893#2021-01-01#['pop', 'post-teen pop']
167#De Menina pra Mulher - Ao Vivo#Gusttavo Lima#759761#2021-01-01#['sertanejo universitario', 'sertanejo']
168#7#Ufo361#758384#2021-01-01#['german cloud rap', 'german hip hop']
169#Daddy Issues#The Neighbourhood#754635#2021-01-01#['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
170#Pulei na Piscina - Ao Vivo#Guilherme & Benuto#752928#2021-01-01#['axe', 'pagode', 'samba', 'samba reggae', 'sertanejo']
171#Hey Ya!#Outkast#750166#2021-01-01#['hip hop', 'atl hip hop', 'dirty south rap', 'rap', 'southern hip hop']
172#How You Like That#BLACKPINK#747170#2021-01-01#['k-pop girl group', 'k-pop']
173#Rainha da Favela#LUDMILLA#744290#2021-01-01#['funk pop', 'pop nacional', 'funk carioca', 'pagode baiano']
174#Something Just Like This#The Chainsmokers#741206#2021-01-01#['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
175#Perfect#Ed Sheeran#739354#2021-01-01#['uk pop', 'pop']
176#Happier#Marshmello#735563#2021-01-01#['brostep', 'pop', 'progressive electro house', 'pop dance', 'edm']
177#God's Plan#Drake#733078#2021-01-01#['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
178#Azul#J Balvin#730544#2021-01-01#['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']
179#I Like It#Cardi B#729266#2021-01-01#['pop rap', 'pop', 'rap', 'dance pop']
180#hot girl bummer#blackbear#725383#2021-01-01#['pop rap', 'pop', 'electropop', 'modern rock']
181#Tú Me Dejaste De Querer#C. Tangana#721482#2021-01-01#['urbano espanol']
182#Feel So Close - Radio Edit#Calvin Harris#720834#2021-01-01#['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']
183#Safaera#Bad Bunny#715471#2021-01-01#['trap latino', 'reggaeton', 'latin']
184#Say You Won't Let Go#James Arthur#713403#2021-01-01#['pop', 'uk pop', 'talent show', 'post-teen pop']
185#La Luz#Sech#708108#2021-01-01#['panamanian pop', 'trap latino', 'reggaeton', 'latin']
186#De Cora <3#Rauw Alejandro#701278#2021-01-01#['puerto rican pop', 'trap latino']
187#Cidade Inteira#Eric Land#700985#2021-01-01#['forro', 'sertanejo pop']
188#Pumped Up Kicks#Foster The People#699498#2021-01-01#['modern rock', 'indietronica', 'rock', 'modern alternative rock', 'pop']
189#Billie Jean#Michael Jackson#699271#2021-01-01#['soul', 'r&b', 'pop']
190#everything i wanted#Billie Eilish#698884#2021-01-01#['pop', 'electropop']
191#Falling#Harry Styles#698761#2021-01-01#['pop', 'post-teen pop']
192#Take on Me#a-ha#696390#2021-01-01#['new romantic', 'synthpop', 'new wave', 'permanent wave', 'new wave pop', 'soft rock', 'europop']
193#Hayloft#Mother Mother#695825#2021-01-01#['vancouver indie', 'indie pop']
194#Love Not War (The Tampa Beat)#Jason Derulo#695486#2021-01-01#['dance pop', 'pop', 'post-teen pop', 'pop rap']
195#SAD!#XXXTENTACION#689288#2021-01-01#['miami hip hop', 'emo rap']
196#Don't Stop Believin'#Journey#688022#2021-01-01#['album rock', 'rock', 'soft rock', 'classic rock', 'hard rock', 'mellow gold']
197#Tequila Shots#Kid Cudi#684396#2021-01-01#['ohio hip hop', 'rap', 'hip hop', 'pop rap']
198#24K Magic#Bruno Mars#684115#2021-01-01#['pop', 'post-teen pop', 'dance pop']
199#Deep End#Fousheé#683918#2021-01-01#['indie r&b']
200#Why'd You Only Call Me When You're High?#Arctic Monkeys#683341#2021-01-01#['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
1#DÁKITI#Bad Bunny#4375903#2021-01-02#['trap latino', 'reggaeton', 'latin']
2#Mood (feat. iann dior)#24kGoldn#3319055#2021-01-02#['cali rap']
3#Blinding Lights#The Weeknd#3216694#2021-01-02#['canadian pop', 'canadian contemporary r&b', 'pop']
4#positions#Ariana Grande#3019358#2021-01-02#['pop', 'post-teen pop', 'dance pop']
5#Anyone#Justin Bieber#3011498#2021-01-02#['canadian pop', 'post-teen pop', 'pop']
6#BICHOTA#KAROL G#2959615#2021-01-02#['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
7#34+35#Ariana Grande#2708740#2021-01-02#['pop', 'post-teen pop', 'dance pop']
8#Lemonade (feat. Gunna, Don Toliver & NAV)#Internet Money#2565080#2021-01-02#['trap', 'rap', 'pop rap']
9#Dynamite#BTS#2476161#2021-01-02#['k-pop boy group', 'k-pop']
10#LA NOCHE DE ANOCHE#Bad Bunny#2363945#2021-01-02#['trap latino', 'reggaeton', 'latin']
11#Whoopty#CJ#2344774#2021-01-02#['nyc rap']
12#WITHOUT YOU#The Kid LAROI#2263913#2021-01-02#['australian hip hop']
13#Therefore I Am#Billie Eilish#2225413#2021-01-02#['pop', 'electropop']
14#Levitating (feat. DaBaby)#Dua Lipa#2151574#2021-01-02#['uk pop', 'pop', 'dance pop']
15#What You Know Bout Love#Pop Smoke#2081783#2021-01-02#['brooklyn drill']
16#Watermelon Sugar#Harry Styles#2001470#2021-01-02#['pop', 'post-teen pop']
17#Monster (Shawn Mendes & Justin Bieber)#Shawn Mendes#1992073#2021-01-02#['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
18#Afterglow#Ed Sheeran#1963398#2021-01-02#['uk pop', 'pop']
19#HOLIDAY#Lil Nas X#1930371#2021-01-02#['lgbtq+ hip hop', 'pop rap']
20#Hawái#Maluma#1878699#2021-01-02#['reggaeton colombiano', 'reggaeton', 'latin']
21#Head & Heart (feat. MNEK)#Joel Corry#1838363#2021-01-02#['uk dance', 'pop dance', 'tropical house', 'dance pop', 'edm']
22#willow#Taylor Swift#1826995#2021-01-02#['pop', 'post-teen pop']
23#you broke me first#Tate McRae#1814094#2021-01-02#['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
24#WAP (feat. Megan Thee Stallion)#Cardi B#1794251#2021-01-02#['pop rap', 'pop', 'rap', 'dance pop']
25#Lonely (with benny blanco)#Justin Bieber#1781756#2021-01-02#['canadian pop', 'post-teen pop', 'pop']
26#Dance Monkey#Tones And I#1737044#2021-01-02#['australian pop', 'pop']
27#ROCKSTAR (feat. Roddy Ricch)#DaBaby#1730075#2021-01-02#['north carolina hip hop', 'rap']
28#Roses - Imanbek Remix#SAINt JHN#1715210#2021-01-02#['melodic rap', 'slap house', 'rap', 'pop rap']
29#Snowman#Sia#1684531#2021-01-02#['pop', 'australian dance', 'australian pop', 'dance pop']
30#Hecha Pa' Mi#Boza#1665465#2021-01-02#['reggaeton']
31#Prisoner (feat. Dua Lipa)#Miley Cyrus#1655947#2021-01-02#['pop', 'post-teen pop', 'dance pop']
32#Someone You Loved#Lewis Capaldi#1632268#2021-01-02#['uk pop', 'pop']
33#The Business#Tiësto#1618455#2021-01-02#['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
34#For The Night (feat. Lil Baby & DaBaby)#Pop Smoke#1595010#2021-01-02#['brooklyn drill']
35#Reloj#Rauw Alejandro#1580641#2021-01-02#['puerto rican pop', 'trap latino']
36#La Nota#Manuel Turizo#1538180#2021-01-02#['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin']
37#Bandido#Myke Towers#1478693#2021-01-02#['trap latino']
38#Don't Start Now#Dua Lipa#1473831#2021-01-02#['uk pop', 'pop', 'dance pop']
39#Chica Ideal#Sebastian Yatra#1453633#2021-01-02#['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
40#Good Days#SZA#1409828#2021-01-02#['pop', 'r&b', 'pop rap']
41#Goosebumps#HVME#1376696#2021-01-02#['slap house']
42#Relación - Remix#Sech#1360372#2021-01-02#['panamanian pop', 'trap latino', 'reggaeton', 'latin']
43#BEBÉ#Camilo#1358188#2021-01-02#['reggaeton colombiano', 'colombian pop']
44#Vida de Rico#Camilo#1354022#2021-01-02#['reggaeton colombiano', 'colombian pop']
45#La Tóxica#Farruko#1319550#2021-01-02#['reggaeton', 'latin', 'latin hip hop', 'trap latino']
46#Sweater Weather#The Neighbourhood#1319109#2021-01-02#['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
47#Heather#Conan Gray#1316198#2021-01-02#['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
48#Savage Love (Laxed - Siren Beat)#Jawsh 685#1306226#2021-01-02#['nz pop']
49#Paradise (feat. Dermot Kennedy)#MEDUZA#1297278#2021-01-02#['pop house', 'pop dance', 'tropical house', 'edm', 'dance pop']
50#Before You Go#Lewis Capaldi#1290824#2021-01-02#['uk pop', 'pop']
51#Laugh Now Cry Later (feat. Lil Durk)#Drake#1270445#2021-01-02#['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
52#Holy (feat. Chance The Rapper)#Justin Bieber#1261798#2021-01-02#['canadian pop', 'post-teen pop', 'pop']
53#TE MUDASTE#Bad Bunny#1248456#2021-01-02#['trap latino', 'reggaeton', 'latin']
54#Circles#Post Malone#1210798#2021-01-02#['dfw rap', 'melodic rap', 'rap']
55#Wonder#Shawn Mendes#1195209#2021-01-02#['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
56#Put Your Records On#Ritt Momney#1186145#2021-01-02#['bedroom pop']
57#Take You Dancing#Jason Derulo#1182778#2021-01-02#['dance pop', 'pop', 'post-teen pop', 'pop rap']
