Position;TrackName;Artist;Streams;Date;Genre
3;Kiss Me More (feat. SZA);Doja Cat;5107068;10.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;3952023;10.05.21;['uk pop', 'pop', 'dance pop']
5;Astronaut In The Ocean;Masked Wolf;3480792;10.05.21;['australian hip hop']
6;Leave The Door Open;Bruno Mars;3412913;10.05.21;['pop', 'post-teen pop', 'dance pop']
7;RAPSTAR;Polo G;3149298;10.05.21;['chicago rap']
8;Fiel;Los Legendarios;3130322;10.05.21;['trap latino', 'reggaeton', 'latin']
9;Your Power;Billie Eilish;3104552;10.05.21;['pop', 'electropop']
10;Pareja Del Año;Sebastian Yatra;2987767;10.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
11;deja vu;Olivia Rodrigo;2952717;10.05.21;['pop']
12;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;2951173;10.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
13;drivers license;Olivia Rodrigo;2624386;10.05.21;['pop']
14;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2583411;10.05.21;['london rap']
15;AM;Nio Garcia;2562957;10.05.21;['trap latino', 'reggaeton', 'latin']
16;Miss The Rage (feat. Playboi Carti);Trippie Redd;2455178;10.05.21;['melodic rap', 'rap', 'trap']
17;Heartbreak Anniversary;Giveon;2447827;10.05.21;['pop', 'r&b']
18;Blinding Lights;The Weeknd;2427389;10.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
19;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2343876;10.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
20;telepatía;Kali Uchis;2311716;10.05.21;['colombian pop', 'pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;5946870;11.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5360863;11.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5208545;11.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;4082195;11.05.21;['uk pop', 'pop', 'dance pop']
5;Astronaut In The Ocean;Masked Wolf;3530536;11.05.21;['australian hip hop']
6;Leave The Door Open;Bruno Mars;3469761;11.05.21;['pop', 'post-teen pop', 'dance pop']
7;RAPSTAR;Polo G;3164751;11.05.21;['chicago rap']
8;Fiel;Los Legendarios;3134611;11.05.21;['trap latino', 'reggaeton', 'latin']
9;Your Power;Billie Eilish;3072409;11.05.21;['pop', 'electropop']
10;Pareja Del Año;Sebastian Yatra;3005353;11.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
11;deja vu;Olivia Rodrigo;2988915;11.05.21;['pop']
12;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;2980018;11.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
13;drivers license;Olivia Rodrigo;2695576;11.05.21;['pop']
14;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2625531;11.05.21;['london rap']
15;AM;Nio Garcia;2557454;11.05.21;['trap latino', 'reggaeton', 'latin']
16;Heartbreak Anniversary;Giveon;2497975;11.05.21;['pop', 'r&b']
17;Blinding Lights;The Weeknd;2478612;11.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
18;Miss The Rage (feat. Playboi Carti);Trippie Redd;2358526;11.05.21;['melodic rap', 'rap', 'trap']
19;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2345113;11.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
20;telepatía;Kali Uchis;2341535;11.05.21;['colombian pop', 'pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;6130849;12.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5444106;12.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5318388;12.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;4217702;12.05.21;['uk pop', 'pop', 'dance pop']
5;Astronaut In The Ocean;Masked Wolf;3603483;12.05.21;['australian hip hop']
6;Leave The Door Open;Bruno Mars;3489737;12.05.21;['pop', 'post-teen pop', 'dance pop']
7;RAPSTAR;Polo G;3208363;12.05.21;['chicago rap']
8;Fiel;Los Legendarios;3207546;12.05.21;['trap latino', 'reggaeton', 'latin']
9;Pareja Del Año;Sebastian Yatra;3036678;12.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
10;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3029704;12.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
11;Your Power;Billie Eilish;3012289;12.05.21;['pop', 'electropop']
12;deja vu;Olivia Rodrigo;3008904;12.05.21;['pop']
13;drivers license;Olivia Rodrigo;2768158;12.05.21;['pop']
14;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2712570;12.05.21;['london rap']
15;AM;Nio Garcia;2622933;12.05.21;['trap latino', 'reggaeton', 'latin']
16;Blinding Lights;The Weeknd;2577279;12.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
17;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2556315;12.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
18;Heartbreak Anniversary;Giveon;2484764;12.05.21;['pop', 'r&b']
19;telepatía;Kali Uchis;2376489;12.05.21;['colombian pop', 'pop']
20;The Business;Tiësto;2324480;12.05.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;5996776;13.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5373636;13.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5296824;13.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;4275366;13.05.21;['uk pop', 'pop', 'dance pop']
5;Astronaut In The Ocean;Masked Wolf;3558277;13.05.21;['australian hip hop']
6;Leave The Door Open;Bruno Mars;3427394;13.05.21;['pop', 'post-teen pop', 'dance pop']
7;Fiel;Los Legendarios;3258799;13.05.21;['trap latino', 'reggaeton', 'latin']
8;RAPSTAR;Polo G;3185982;13.05.21;['chicago rap']
9;Pareja Del Año;Sebastian Yatra;3074590;13.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
10;deja vu;Olivia Rodrigo;3017659;13.05.21;['pop']
11;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;2950809;13.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
12;Your Power;Billie Eilish;2853277;13.05.21;['pop', 'electropop']
13;drivers license;Olivia Rodrigo;2725401;13.05.21;['pop']
14;AM;Nio Garcia;2688942;13.05.21;['trap latino', 'reggaeton', 'latin']
15;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2608150;13.05.21;['london rap']
16;Blinding Lights;The Weeknd;2602064;13.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
17;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2566343;13.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
18;Heartbreak Anniversary;Giveon;2424787;13.05.21;['pop', 'r&b']
19;telepatía;Kali Uchis;2372113;13.05.21;['colombian pop', 'pop']
20;The Business;Tiësto;2318714;13.05.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
1;a m a r i;J. Cole;6595971;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
2;m y . l i f e (with 21 Savage & Morray);J. Cole;6444369;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
3;MONTERO (Call Me By Your Name);Lil Nas X;6326457;14.05.21;['lgbtq+ hip hop', 'pop rap']
4;p r i d e . i s . t h e . d e v i l (with Lil Baby);J. Cole;5672157;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
5;Kiss Me More (feat. SZA);Doja Cat;5652566;14.05.21;['pop', 'dance pop']
6;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5649216;14.05.21;['canadian pop', 'post-teen pop', 'pop']
7;i n t e r l u d e;J. Cole;5363638;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
8;a p p l y i n g . p r e s s u r e;J. Cole;5289824;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
9;1 0 0 . m i l ‘ (with Bas);J. Cole;4897549;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
10;p u n c h i n ‘ . t h e . c l o c k;J. Cole;4796965;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
11;Levitating (feat. DaBaby);Dua Lipa;4620298;14.05.21;['uk pop', 'pop', 'dance pop']
12;l e t . g o . m y . h a n d (with Bas & 6LACK);J. Cole;4560847;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
13;good 4 u;Olivia Rodrigo;4105508;14.05.21;['pop']
14;Astronaut In The Ocean;Masked Wolf;3771361;14.05.21;['australian hip hop']
15;t h e . c l i m b . b a c k;J. Cole;3720069;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
16;Leave The Door Open;Bruno Mars;3681492;14.05.21;['pop', 'post-teen pop', 'dance pop']
17;Fiel;Los Legendarios;3549182;14.05.21;['trap latino', 'reggaeton', 'latin']
18;9 5 . s o u t h;J. Cole;3530288;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
19;9 5 . s o u t h;J. Cole;3502504;14.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
20;deja vu;Olivia Rodrigo;3488302;14.05.21;['pop']
1;MONTERO (Call Me By Your Name);Lil Nas X;6203113;15.05.21;['lgbtq+ hip hop', 'pop rap']
2;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5628277;15.05.21;['canadian pop', 'post-teen pop', 'pop']
3;Kiss Me More (feat. SZA);Doja Cat;5518708;15.05.21;['pop', 'dance pop']
4;Levitating (feat. DaBaby);Dua Lipa;4626710;15.05.21;['uk pop', 'pop', 'dance pop']
5;good 4 u;Olivia Rodrigo;4422240;15.05.21;['pop']
6;m y . l i f e (with 21 Savage & Morray);J. Cole;4145542;15.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
7;a m a r i;J. Cole;3946288;15.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
8;p r i d e . i s . t h e . d e v i l (with Lil Baby);J. Cole;3857167;15.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
9;Astronaut In The Ocean;Masked Wolf;3719793;15.05.21;['australian hip hop']
10;Leave The Door Open;Bruno Mars;3666800;15.05.21;['pop', 'post-teen pop', 'dance pop']
11;Fiel;Los Legendarios;3621514;15.05.21;['trap latino', 'reggaeton', 'latin']
12;i n t e r l u d e;J. Cole;3542713;15.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
13;deja vu;Olivia Rodrigo;3435463;15.05.21;['pop']
14;Pareja Del Año;Sebastian Yatra;3304836;15.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
15;RAPSTAR;Polo G;3232616;15.05.21;['chicago rap']
16;AM;Nio Garcia;3156484;15.05.21;['trap latino', 'reggaeton', 'latin']
17;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;3054597;15.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
18;a p p l y i n g . p r e s s u r e;J. Cole;2929971;15.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
19;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2880129;15.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
20;l e t . g o . m y . h a n d (with Bas & 6LACK);J. Cole;2840081;15.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
1;MONTERO (Call Me By Your Name);Lil Nas X;5453768;16.05.21;['lgbtq+ hip hop', 'pop rap']
2;Kiss Me More (feat. SZA);Doja Cat;4950897;16.05.21;['pop', 'dance pop']
3;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;4827820;16.05.21;['canadian pop', 'post-teen pop', 'pop']
4;good 4 u;Olivia Rodrigo;4779751;16.05.21;['pop']
5;Levitating (feat. DaBaby);Dua Lipa;4052857;16.05.21;['uk pop', 'pop', 'dance pop']
6;deja vu;Olivia Rodrigo;3263338;16.05.21;['pop']
7;Astronaut In The Ocean;Masked Wolf;3248691;16.05.21;['australian hip hop']
8;Leave The Door Open;Bruno Mars;3203282;16.05.21;['pop', 'post-teen pop', 'dance pop']
9;m y . l i f e (with 21 Savage & Morray);J. Cole;3050540;16.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
10;Fiel;Los Legendarios;3027081;16.05.21;['trap latino', 'reggaeton', 'latin']
11;a m a r i;J. Cole;2846414;16.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
12;RAPSTAR;Polo G;2827854;16.05.21;['chicago rap']
13;p r i d e . i s . t h e . d e v i l (with Lil Baby);J. Cole;2802779;16.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
14;Pareja Del Año;Sebastian Yatra;2737699;16.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
15;drivers license;Olivia Rodrigo;2645766;16.05.21;['pop']
16;AM;Nio Garcia;2627848;16.05.21;['trap latino', 'reggaeton', 'latin']
17;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;2601662;16.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
18;i n t e r l u d e;J. Cole;2571008;16.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
19;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2382148;16.05.21;['london rap']
20;Your Power;Billie Eilish;2331748;16.05.21;['pop', 'electropop']
1;good 4 u;Olivia Rodrigo;6252493;17.05.21;['pop']
2;MONTERO (Call Me By Your Name);Lil Nas X;5632298;17.05.21;['lgbtq+ hip hop', 'pop rap']
3;Kiss Me More (feat. SZA);Doja Cat;5296591;17.05.21;['pop', 'dance pop']
4;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;4875881;17.05.21;['canadian pop', 'post-teen pop', 'pop']
5;Levitating (feat. DaBaby);Dua Lipa;4136154;17.05.21;['uk pop', 'pop', 'dance pop']
6;deja vu;Olivia Rodrigo;3533921;17.05.21;['pop']
7;Astronaut In The Ocean;Masked Wolf;3380937;17.05.21;['australian hip hop']
8;Leave The Door Open;Bruno Mars;3291278;17.05.21;['pop', 'post-teen pop', 'dance pop']
9;m y . l i f e (with 21 Savage & Morray);J. Cole;3141352;17.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
10;Fiel;Los Legendarios;2970562;17.05.21;['trap latino', 'reggaeton', 'latin']
11;p r i d e . i s . t h e . d e v i l (with Lil Baby);J. Cole;2931973;17.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
12;RAPSTAR;Polo G;2922737;17.05.21;['chicago rap']
13;a m a r i;J. Cole;2898614;17.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
14;Pareja Del Año;Sebastian Yatra;2874682;17.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
15;drivers license;Olivia Rodrigo;2798346;17.05.21;['pop']
16;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;2710045;17.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
17;AM;Nio Garcia;2601136;17.05.21;['trap latino', 'reggaeton', 'latin']
18;i n t e r l u d e;J. Cole;2574280;17.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
19;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2564309;17.05.21;['london rap']
20;Your Power;Billie Eilish;2461755;17.05.21;['pop', 'electropop']
1;good 4 u;Olivia Rodrigo;7075998;18.05.21;['pop']
2;MONTERO (Call Me By Your Name);Lil Nas X;5709999;18.05.21;['lgbtq+ hip hop', 'pop rap']
3;Kiss Me More (feat. SZA);Doja Cat;5406770;18.05.21;['pop', 'dance pop']
4;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;4962305;18.05.21;['canadian pop', 'post-teen pop', 'pop']
5;Levitating (feat. DaBaby);Dua Lipa;4240689;18.05.21;['uk pop', 'pop', 'dance pop']
6;deja vu;Olivia Rodrigo;3645842;18.05.21;['pop']
7;Astronaut In The Ocean;Masked Wolf;3450521;18.05.21;['australian hip hop']
8;Leave The Door Open;Bruno Mars;3382565;18.05.21;['pop', 'post-teen pop', 'dance pop']
9;Fiel;Los Legendarios;3053999;18.05.21;['trap latino', 'reggaeton', 'latin']
10;m y . l i f e (with 21 Savage & Morray);J. Cole;3019839;18.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
11;RAPSTAR;Polo G;2991406;18.05.21;['chicago rap']
12;Pareja Del Año;Sebastian Yatra;2971322;18.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
13;drivers license;Olivia Rodrigo;2852258;18.05.21;['pop']
14;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;2786015;18.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
15;p r i d e . i s . t h e . d e v i l (with Lil Baby);J. Cole;2764604;18.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
16;a m a r i;J. Cole;2701075;18.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
17;AM;Nio Garcia;2604068;18.05.21;['trap latino', 'reggaeton', 'latin']
18;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2590717;18.05.21;['london rap']
19;Your Power;Billie Eilish;2467083;18.05.21;['pop', 'electropop']
20;Blinding Lights;The Weeknd;2379870;18.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
1;good 4 u;Olivia Rodrigo;8500466;20.05.21;['pop']
2;MONTERO (Call Me By Your Name);Lil Nas X;5738238;20.05.21;['lgbtq+ hip hop', 'pop rap']
3;Kiss Me More (feat. SZA);Doja Cat;5470021;20.05.21;['pop', 'dance pop']
4;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;4981314;20.05.21;['canadian pop', 'post-teen pop', 'pop']
5;Levitating (feat. DaBaby);Dua Lipa;4374785;20.05.21;['uk pop', 'pop', 'dance pop']
6;deja vu;Olivia Rodrigo;3853757;20.05.21;['pop']
7;Astronaut In The Ocean;Masked Wolf;3541370;20.05.21;['australian hip hop']
8;Leave The Door Open;Bruno Mars;3388913;20.05.21;['pop', 'post-teen pop', 'dance pop']
9;Fiel;Los Legendarios;3190593;20.05.21;['trap latino', 'reggaeton', 'latin']
10;Pareja Del Año;Sebastian Yatra;3038989;20.05.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
11;drivers license;Olivia Rodrigo;2963359;20.05.21;['pop']
12;RAPSTAR;Polo G;2962199;20.05.21;['chicago rap']
13;Save Your Tears (with Ariana Grande) (Remix);The Weeknd;2812161;20.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
14;m y . l i f e (with 21 Savage & Morray);J. Cole;2673812;20.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
15;AM;Nio Garcia;2657174;20.05.21;['trap latino', 'reggaeton', 'latin']
16;Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo];Tion Wayne;2585102;20.05.21;['london rap']
17;Blinding Lights;The Weeknd;2452819;20.05.21;['canadian pop', 'canadian contemporary r&b', 'pop']
18;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton;2424926;20.05.21;['uk dance', 'house', 'pop dance', 'tropical house', 'dance pop']
19;p r i d e . i s . t h e . d e v i l (with Lil Baby);J. Cole;2368089;20.05.21;['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']
20;Build a Bitch;Bella Poarch;2362354;20.05.21;"['Sorry', ""that one doesn't seem to be on any of these maps yet.""]"
1;good 4 u;Olivia Rodrigo;12192526;21.05.21;['pop']
2;Butter;BTS;11042335;21.05.21;['k-pop boy group', 'k-pop']
3;deja vu;Olivia Rodrigo;6965911;21.05.21;['pop']
4;MONTERO (Call Me By Your Name);Lil Nas X;6088349;21.05.21;['lgbtq+ hip hop', 'pop rap']
5;drivers license;Olivia Rodrigo;5771512;21.05.21;['pop']
6;Kiss Me More (feat. SZA);Doja Cat;5731381;21.05.21;['pop', 'dance pop']
7;brutal;Olivia Rodrigo;5508799;21.05.21;['pop']
8;traitor;Olivia Rodrigo;5255353;21.05.21;['pop']
9;Peaches (feat. Daniel Caesar & Giveon);Justin Bieber;5161911;21.05.21;['canadian pop', 'post-teen pop', 'pop']
10;enough for you;Olivia Rodrigo;4847062;21.05.21;['pop']
11;Levitating (feat. DaBaby);Dua Lipa;4584241;21.05.21;['uk pop', 'pop', 'dance pop']
12;1 step forward, 3 steps back;Olivia Rodrigo;4486549;21.05.21;['pop']
13;happier;Olivia Rodrigo;4422879;21.05.21;['pop']
14;jealousy, jealousy;Olivia Rodrigo;3908159;21.05.21;['pop']
15;Astronaut In The Ocean;Masked Wolf;3698328;21.05.21;['australian hip hop']
16;favorite crime;Olivia Rodrigo;3672640;21.05.21;['pop']
17;Leave The Door Open;Bruno Mars;3525364;21.05.21;['pop', 'post-teen pop', 'dance pop']
18;hope ur ok;Olivia Rodrigo;3519865;21.05.21;['pop']
19;Dynamite;BTS;3421438;21.05.21;['k-pop boy group', 'k-pop']
20;Fiel;Los Legendarios;3367425;21.05.21;['trap latino', 'reggaeton', 'latin']
1;Beggin';Måneskin;7469689;03.07.21;['indie rock italiano', 'italian pop']
2;good 4 u;Olivia Rodrigo;7453790;03.07.21;['pop']
3;Bad Habits;Ed Sheeran;5409780;03.07.21;['uk pop', 'pop']
4;Todo De Ti;Rauw Alejandro;5253080;03.07.21;['puerto rican pop', 'trap latino']
5;MONTERO (Call Me By Your Name);Lil Nas X;5191050;03.07.21;['lgbtq+ hip hop', 'pop rap']
6;Yonaguni;Bad Bunny;5147232;03.07.21;['trap latino', 'reggaeton', 'latin']
7;Kiss Me More (feat. SZA);Doja Cat;4671926;03.07.21;['pop', 'dance pop']
